state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Maharashtra,Nagpur,Cotton,Rabi,10.76,Black,0.786,0.874,131.5,15.2,3.74,49.04
Uttar Pradesh,Kanpur,Sugarcane,Kharif,7.77,Alluvial,0.287,0.787,771.5,16.9,5.18,71.99
Haryana,Hisar,Rice,Kharif,5.95,Red,0.293,0.625,741.3,27.1,2.23,72.3
Uttar Pradesh,Kanpur,Sugarcane,Rabi,12.99,Red,0.883,0.81,433.5,35.4,4.56,80.83
Uttar Pradesh,Lucknow,Cotton,Kharif,1.29,Red,0.519,0.723,604.1,19.4,2.7,62.74
Maharashtra,Nagpur,Sugarcane,Rabi,6.14,Alluvial,0.641,0.371,95.9,29.6,1.24,39.51
Maharashtra,Nagpur,Maize,Kharif,13.99,Loamy,0.246,0.719,409.2,38.7,3.1,41.14
Punjab,Ludhiana,Maize,Rabi,3.02,Loamy,0.676,0.212,889.3,29.7,1.23,76.17
Haryana,Hisar,Maize,Rabi,11.81,Red,0.844,0.873,747.0,36.4,4.05,92.17
Maharashtra,Pune,Maize,Rabi,1.81,Alluvial,0.448,0.866,714.1,33.9,4.79,85.19
Maharashtra,Nagpur,Rice,Rabi,11.6,Red,0.474,0.697,600.6,32.8,1.31,61.0
Haryana,Karnal,Sugarcane,Kharif,3.74,Red,0.503,0.887,254.1,36.2,5.13,61.73
Haryana,Karnal,Cotton,Kharif,10.39,Black,0.633,0.416,315.8,23.5,2.09,49.79
Haryana,Karnal,Cotton,Rabi,9.38,Alluvial,0.813,0.569,135.4,26.6,5.11,72.2
Uttar Pradesh,Kanpur,Cotton,Rabi,4.94,Black,0.295,0.376,698.2,24.6,4.16,68.64
Punjab,Ludhiana,Maize,Kharif,0.84,Alluvial,0.502,0.601,222.9,21.4,2.1,41.04
Punjab,Ludhiana,Maize,Kharif,5.63,Black,0.522,0.657,666.1,38.7,5.29,73.05
Maharashtra,Nagpur,Sugarcane,Kharif,5.12,Loamy,0.594,0.482,296.2,38.2,5.65,55.5
Uttar Pradesh,Kanpur,Maize,Rabi,14.05,Loamy,0.468,0.215,76.5,37.3,4.61,30.03
Punjab,Ludhiana,Maize,Rabi,2.25,Alluvial,0.411,0.746,549.1,38.9,3.41,55.74
Uttar Pradesh,Lucknow,Maize,Kharif,6.49,Loamy,0.609,0.282,634.0,24.9,4.39,75.81
Haryana,Karnal,Maize,Kharif,0.58,Loamy,0.396,0.624,726.1,35.7,5.63,78.51
Uttar Pradesh,Lucknow,Cotton,Kharif,1.0,Red,0.709,0.86,203.8,31.1,5.07,75.65
Karnataka,Belagavi,Maize,Kharif,2.95,Loamy,0.252,0.365,104.8,30.5,4.98,43.09
Uttar Pradesh,Kanpur,Maize,Kharif,1.33,Black,0.426,0.244,209.4,25.3,3.57,43.93
Uttar Pradesh,Lucknow,Sugarcane,Kharif,3.96,Red,0.731,0.811,317.3,17.4,2.27,51.88
Maharashtra,Nagpur,Wheat,Rabi,14.62,Loamy,0.48,0.354,208.5,19.3,1.96,28.48
Karnataka,Mysuru,Rice,Kharif,8.08,Alluvial,0.581,0.45,705.7,26.8,2.65,77.72
Karnataka,Mysuru,Maize,Rabi,8.94,Black,0.757,0.211,448.1,39.6,3.9,50.47
Maharashtra,Pune,Maize,Kharif,1.53,Red,0.499,0.841,504.2,37.8,5.09,69.55
Karnataka,Belagavi,Wheat,Rabi,4.01,Black,0.787,0.536,660.8,34.9,5.48,87.58
Karnataka,Belagavi,Rice,Rabi,9.47,Alluvial,0.627,0.845,286.4,21.0,3.57,61.24
Maharashtra,Nagpur,Rice,Kharif,2.68,Alluvial,0.444,0.596,123.0,17.7,5.67,44.34
Maharashtra,Nagpur,Rice,Kharif,1.59,Black,0.717,0.324,814.9,36.1,4.19,78.69
Maharashtra,Nagpur,Wheat,Kharif,10.95,Black,0.408,0.268,899.9,31.9,4.24,79.38
Punjab,Ludhiana,Rice,Kharif,12.79,Loamy,0.882,0.87,863.3,15.3,5.43,97.53
Maharashtra,Nagpur,Wheat,Kharif,9.35,Red,0.227,0.74,156.1,25.3,5.09,54.3
Haryana,Karnal,Sugarcane,Kharif,1.48,Loamy,0.289,0.279,878.8,38.3,3.37,57.28
Haryana,Hisar,Wheat,Kharif,6.31,Red,0.738,0.807,373.8,31.5,3.75,76.44
Haryana,Karnal,Sugarcane,Kharif,2.73,Loamy,0.768,0.248,139.8,23.6,1.59,39.22
Uttar Pradesh,Lucknow,Rice,Rabi,12.85,Black,0.541,0.311,833.2,25.8,2.95,78.72
Karnataka,Mysuru,Maize,Rabi,13.48,Alluvial,0.433,0.605,278.0,34.9,4.87,54.73
Punjab,Amritsar,Sugarcane,Kharif,6.46,Black,0.371,0.416,420.9,22.7,4.62,56.93
Karnataka,Belagavi,Wheat,Rabi,4.14,Black,0.285,0.225,311.9,39.7,2.35,19.54
Maharashtra,Pune,Cotton,Rabi,7.85,Red,0.847,0.441,432.0,19.8,3.97,65.72
Punjab,Amritsar,Rice,Kharif,5.13,Alluvial,0.398,0.803,450.6,23.5,4.02,67.64
Karnataka,Mysuru,Cotton,Kharif,6.43,Black,0.406,0.238,544.7,35.4,5.26,58.89
Maharashtra,Pune,Maize,Rabi,14.02,Loamy,0.832,0.346,296.0,19.5,1.98,45.47
Punjab,Ludhiana,Cotton,Rabi,6.77,Loamy,0.773,0.684,164.3,28.5,4.64,74.57
Haryana,Hisar,Wheat,Rabi,7.8,Black,0.73,0.474,364.1,35.7,5.25,66.45
Uttar Pradesh,Lucknow,Maize,Kharif,2.44,Alluvial,0.578,0.701,207.2,32.6,1.7,47.41
Haryana,Karnal,Sugarcane,Kharif,1.57,Red,0.352,0.73,563.6,23.2,2.03,59.3
Uttar Pradesh,Kanpur,Wheat,Kharif,3.32,Black,0.253,0.615,74.0,16.6,4.51,27.68
Uttar Pradesh,Lucknow,Maize,Kharif,9.75,Red,0.58,0.531,471.0,27.5,3.17,71.97
Karnataka,Mysuru,Sugarcane,Kharif,1.17,Black,0.709,0.478,965.3,29.2,4.86,100.0
Haryana,Hisar,Sugarcane,Kharif,12.01,Red,0.498,0.761,309.1,21.4,2.26,50.01
Karnataka,Belagavi,Sugarcane,Rabi,14.62,Red,0.282,0.541,438.1,17.5,2.34,36.0
Uttar Pradesh,Kanpur,Cotton,Rabi,12.32,Red,0.565,0.62,715.8,37.7,1.46,58.96
Karnataka,Mysuru,Sugarcane,Rabi,3.31,Red,0.66,0.281,837.1,21.2,3.62,76.48
Uttar Pradesh,Kanpur,Rice,Rabi,11.08,Loamy,0.638,0.261,371.8,18.7,4.02,48.95
Karnataka,Mysuru,Sugarcane,Rabi,6.19,Black,0.516,0.876,179.5,33.9,2.65,50.39
Maharashtra,Pune,Rice,Rabi,4.43,Loamy,0.667,0.233,365.7,22.0,4.76,59.25
Haryana,Hisar,Rice,Rabi,10.51,Alluvial,0.272,0.371,615.3,21.9,5.79,66.31
Maharashtra,Nagpur,Rice,Kharif,6.88,Black,0.537,0.83,611.8,37.0,3.46,69.44
Karnataka,Mysuru,Cotton,Kharif,2.78,Loamy,0.653,0.468,365.4,31.8,3.96,65.03
Maharashtra,Nagpur,Rice,Rabi,9.79,Alluvial,0.629,0.479,847.2,24.5,4.5,91.85
Karnataka,Belagavi,Wheat,Kharif,9.7,Alluvial,0.43,0.393,612.5,15.6,2.23,41.85
Uttar Pradesh,Kanpur,Wheat,Rabi,2.7,Loamy,0.469,0.23,495.8,33.8,4.95,60.11
Haryana,Hisar,Cotton,Kharif,3.83,Alluvial,0.424,0.723,746.9,37.8,2.94,65.36
Karnataka,Mysuru,Wheat,Kharif,11.66,Black,0.782,0.293,802.3,25.8,1.12,76.01
Maharashtra,Nagpur,Sugarcane,Kharif,9.76,Alluvial,0.816,0.732,913.5,30.1,5.33,100.0
Haryana,Hisar,Cotton,Rabi,5.22,Red,0.81,0.454,395.2,22.7,3.73,67.51
Uttar Pradesh,Kanpur,Rice,Rabi,13.97,Loamy,0.253,0.585,562.7,24.3,3.84,63.41
Karnataka,Belagavi,Cotton,Kharif,4.41,Black,0.27,0.806,331.5,32.4,5.1,62.88
Maharashtra,Pune,Rice,Rabi,6.97,Loamy,0.668,0.728,462.4,24.1,4.58,79.8
Uttar Pradesh,Lucknow,Rice,Rabi,5.72,Alluvial,0.856,0.522,966.1,33.4,5.15,100.0
Maharashtra,Nagpur,Maize,Rabi,4.82,Alluvial,0.636,0.708,87.2,28.3,3.83,62.87
Haryana,Hisar,Sugarcane,Rabi,1.27,Black,0.732,0.603,841.6,20.5,5.17,93.62
Uttar Pradesh,Kanpur,Rice,Kharif,13.2,Alluvial,0.693,0.218,59.0,22.3,1.72,29.86
Punjab,Ludhiana,Cotton,Kharif,3.07,Loamy,0.646,0.751,765.6,33.0,1.25,75.91
Haryana,Hisar,Maize,Kharif,2.08,Loamy,0.386,0.783,833.1,21.9,4.65,85.79
Haryana,Karnal,Sugarcane,Kharif,13.39,Red,0.674,0.318,719.6,33.5,5.43,83.67
Maharashtra,Pune,Wheat,Rabi,6.78,Alluvial,0.719,0.89,82.6,16.1,3.14,43.45
Haryana,Hisar,Wheat,Kharif,3.33,Alluvial,0.206,0.333,892.5,18.6,3.39,58.31
Maharashtra,Pune,Sugarcane,Rabi,8.74,Black,0.396,0.662,675.3,32.6,5.96,84.78
Punjab,Ludhiana,Cotton,Rabi,6.79,Red,0.503,0.319,539.1,17.1,4.08,51.14
Haryana,Hisar,Cotton,Kharif,2.33,Alluvial,0.661,0.358,68.0,25.5,2.55,43.23
Uttar Pradesh,Lucknow,Rice,Rabi,9.44,Red,0.856,0.562,498.9,20.3,4.78,77.46
Punjab,Ludhiana,Cotton,Kharif,10.05,Loamy,0.842,0.863,209.4,21.5,5.06,73.81
Maharashtra,Pune,Rice,Kharif,14.58,Alluvial,0.609,0.526,565.7,35.2,4.06,68.65
Karnataka,Belagavi,Cotton,Rabi,13.91,Alluvial,0.216,0.657,972.0,19.4,3.21,71.43
Punjab,Ludhiana,Rice,Rabi,7.04,Loamy,0.888,0.405,137.5,25.8,3.71,62.23
Punjab,Amritsar,Cotton,Rabi,9.79,Loamy,0.252,0.555,791.6,32.5,5.85,82.53
Punjab,Ludhiana,Maize,Kharif,13.24,Alluvial,0.441,0.264,209.2,24.2,3.82,43.99
Uttar Pradesh,Kanpur,Maize,Kharif,4.53,Red,0.244,0.741,844.0,27.3,1.37,74.72
Punjab,Ludhiana,Wheat,Rabi,9.18,Loamy,0.567,0.703,88.4,29.1,1.61,47.69
Punjab,Amritsar,Cotton,Kharif,4.98,Loamy,0.692,0.656,136.5,29.4,1.74,53.35
Karnataka,Belagavi,Rice,Kharif,14.91,Alluvial,0.316,0.747,838.3,39.9,3.14,63.55
Karnataka,Belagavi,Maize,Kharif,9.12,Loamy,0.734,0.626,447.6,18.8,3.32,61.92
Maharashtra,Nagpur,Maize,Kharif,10.02,Black,0.255,0.376,735.8,22.0,3.56,60.91
Maharashtra,Nagpur,Cotton,Rabi,2.34,Red,0.284,0.896,221.2,37.4,5.95,54.35
Punjab,Ludhiana,Maize,Kharif,6.19,Black,0.313,0.504,783.3,34.5,2.15,60.47
Uttar Pradesh,Kanpur,Rice,Rabi,13.34,Black,0.282,0.3,161.9,17.3,2.77,17.91
Maharashtra,Pune,Rice,Rabi,10.16,Alluvial,0.526,0.407,168.2,27.3,4.6,58.6
Haryana,Hisar,Sugarcane,Kharif,1.47,Alluvial,0.74,0.354,635.5,35.1,1.7,60.83
Punjab,Amritsar,Sugarcane,Kharif,1.21,Alluvial,0.618,0.65,622.2,31.3,4.16,83.19
Maharashtra,Nagpur,Sugarcane,Kharif,13.39,Black,0.314,0.82,870.4,26.3,3.49,89.06
Haryana,Hisar,Wheat,Kharif,13.3,Red,0.514,0.807,174.4,30.9,4.39,63.04
Haryana,Hisar,Cotton,Kharif,6.75,Red,0.432,0.61,370.9,24.8,5.31,69.06
Uttar Pradesh,Kanpur,Wheat,Rabi,13.43,Alluvial,0.603,0.789,541.7,34.6,2.63,67.86
Haryana,Hisar,Maize,Kharif,3.05,Red,0.844,0.691,865.9,20.2,1.34,81.21
Haryana,Karnal,Maize,Rabi,10.74,Black,0.798,0.216,587.6,15.9,1.43,45.66
Maharashtra,Nagpur,Maize,Rabi,9.04,Red,0.363,0.728,475.2,32.1,4.31,68.02
Uttar Pradesh,Lucknow,Cotton,Kharif,11.82,Alluvial,0.513,0.337,359.9,37.5,5.69,53.83
Haryana,Hisar,Cotton,Rabi,12.32,Loamy,0.222,0.207,389.3,18.8,5.02,39.11
Haryana,Hisar,Sugarcane,Kharif,14.03,Black,0.817,0.339,384.5,34.1,2.04,54.3
Maharashtra,Pune,Wheat,Rabi,10.74,Alluvial,0.695,0.875,379.2,37.0,1.11,52.71
Haryana,Hisar,Maize,Kharif,8.68,Alluvial,0.755,0.719,677.8,15.4,1.39,60.04
Karnataka,Belagavi,Rice,Kharif,3.92,Loamy,0.424,0.636,617.2,38.9,3.65,58.05
Karnataka,Mysuru,Rice,Rabi,8.34,Alluvial,0.428,0.437,769.0,16.7,2.37,53.61
Karnataka,Mysuru,Wheat,Rabi,4.97,Black,0.541,0.625,930.1,24.6,4.52,96.86
Uttar Pradesh,Lucknow,Wheat,Rabi,6.6,Loamy,0.713,0.405,367.3,15.7,5.86,58.15
Haryana,Hisar,Wheat,Rabi,9.27,Black,0.798,0.247,420.0,31.7,1.53,55.35
Haryana,Karnal,Wheat,Kharif,4.85,Loamy,0.877,0.402,252.8,28.4,4.35,74.34
Karnataka,Mysuru,Cotton,Kharif,6.21,Alluvial,0.742,0.833,622.1,16.3,2.98,69.4
Punjab,Ludhiana,Maize,Rabi,12.14,Black,0.757,0.435,712.2,22.2,1.35,68.13
Maharashtra,Nagpur,Rice,Rabi,4.9,Red,0.448,0.63,516.0,33.1,3.8,66.03
Karnataka,Mysuru,Sugarcane,Rabi,10.21,Red,0.355,0.47,643.6,15.7,3.18,47.65
Maharashtra,Pune,Wheat,Rabi,4.57,Black,0.555,0.239,278.7,34.4,1.62,34.64
Haryana,Hisar,Cotton,Rabi,11.25,Loamy,0.395,0.252,191.5,38.9,4.07,28.25
Punjab,Ludhiana,Rice,Rabi,1.34,Red,0.848,0.887,589.0,37.2,2.16,73.7
Uttar Pradesh,Lucknow,Wheat,Rabi,9.99,Loamy,0.646,0.212,351.6,38.5,1.67,32.84
Punjab,Amritsar,Rice,Rabi,2.8,Loamy,0.434,0.737,271.2,27.0,3.83,64.33
Karnataka,Mysuru,Sugarcane,Kharif,8.94,Alluvial,0.784,0.385,249.4,38.2,4.47,51.48
Maharashtra,Nagpur,Maize,Kharif,9.09,Red,0.545,0.789,713.0,31.7,1.77,75.9
Punjab,Amritsar,Wheat,Kharif,8.57,Red,0.639,0.249,176.6,29.5,2.98,49.32
Karnataka,Belagavi,Cotton,Kharif,11.31,Loamy,0.284,0.745,402.0,32.0,4.36,62.47
Karnataka,Belagavi,Cotton,Kharif,8.03,Black,0.316,0.879,293.0,25.5,1.98,52.59
Punjab,Ludhiana,Sugarcane,Kharif,5.93,Black,0.26,0.715,55.6,26.4,4.16,47.36
Uttar Pradesh,Kanpur,Maize,Kharif,4.52,Red,0.841,0.516,903.5,22.5,2.94,91.21
Uttar Pradesh,Kanpur,Maize,Rabi,2.37,Black,0.506,0.689,436.7,16.5,4.53,56.42
Uttar Pradesh,Lucknow,Sugarcane,Rabi,4.9,Black,0.812,0.563,200.0,34.4,2.04,49.9
Uttar Pradesh,Lucknow,Sugarcane,Rabi,1.5,Loamy,0.786,0.536,989.8,32.9,5.96,100.0
Haryana,Karnal,Wheat,Kharif,2.5,Loamy,0.23,0.209,358.5,16.8,5.02,33.9
Maharashtra,Pune,Sugarcane,Rabi,1.71,Loamy,0.851,0.512,690.5,37.1,1.65,67.16
Maharashtra,Nagpur,Wheat,Rabi,0.99,Alluvial,0.669,0.462,432.3,26.0,3.46,69.88
Maharashtra,Pune,Maize,Rabi,3.93,Alluvial,0.312,0.835,221.4,16.0,3.94,38.57
Haryana,Hisar,Rice,Rabi,7.05,Black,0.288,0.371,176.9,17.7,5.41,34.65
Punjab,Ludhiana,Wheat,Rabi,8.55,Loamy,0.524,0.57,354.2,31.4,5.49,70.95
Uttar Pradesh,Kanpur,Rice,Kharif,14.79,Black,0.545,0.805,54.5,16.7,1.11,24.88
Punjab,Ludhiana,Cotton,Rabi,8.53,Red,0.777,0.89,738.1,22.0,4.5,96.85
Karnataka,Mysuru,Wheat,Kharif,14.81,Loamy,0.525,0.425,934.9,27.5,4.65,98.0
Maharashtra,Nagpur,Sugarcane,Rabi,10.14,Alluvial,0.522,0.389,840.2,21.9,4.3,79.3
Punjab,Ludhiana,Sugarcane,Rabi,13.84,Red,0.665,0.418,803.7,27.2,1.71,80.86
Maharashtra,Nagpur,Cotton,Rabi,4.71,Black,0.55,0.771,198.9,39.4,1.35,32.42
Karnataka,Belagavi,Wheat,Rabi,9.87,Loamy,0.231,0.801,971.6,39.0,2.11,65.24
Karnataka,Mysuru,Maize,Kharif,4.93,Loamy,0.624,0.764,939.9,16.7,2.39,77.28
Uttar Pradesh,Lucknow,Wheat,Kharif,6.14,Red,0.867,0.506,574.0,33.7,4.63,83.44
Punjab,Amritsar,Maize,Rabi,2.62,Alluvial,0.231,0.312,959.6,33.2,3.64,71.66
Karnataka,Mysuru,Wheat,Kharif,7.82,Red,0.826,0.816,761.9,34.1,5.49,100.0
Haryana,Karnal,Maize,Kharif,5.98,Loamy,0.782,0.66,534.1,20.9,5.61,84.42
Karnataka,Mysuru,Sugarcane,Kharif,14.36,Loamy,0.25,0.627,147.1,22.1,1.93,29.63
Haryana,Hisar,Cotton,Rabi,10.13,Black,0.836,0.725,872.7,25.4,5.33,100.0
Uttar Pradesh,Kanpur,Sugarcane,Rabi,4.04,Loamy,0.465,0.786,754.2,38.9,3.8,70.84
Punjab,Ludhiana,Sugarcane,Rabi,10.74,Red,0.794,0.575,666.6,20.1,4.68,83.09
Punjab,Amritsar,Maize,Kharif,5.04,Red,0.533,0.674,354.3,36.0,2.86,51.52
Haryana,Hisar,Rice,Kharif,2.48,Loamy,0.674,0.241,368.2,36.2,4.87,55.97
Haryana,Hisar,Rice,Rabi,11.5,Alluvial,0.621,0.889,350.5,19.1,4.69,67.14
Punjab,Ludhiana,Rice,Kharif,3.35,Black,0.277,0.423,834.6,31.3,1.84,64.6
Karnataka,Mysuru,Cotton,Kharif,14.44,Red,0.349,0.255,509.7,34.8,4.85,54.73
Uttar Pradesh,Lucknow,Wheat,Kharif,2.12,Loamy,0.663,0.673,397.8,36.1,5.89,73.17
Haryana,Karnal,Maize,Rabi,14.64,Loamy,0.223,0.569,326.5,35.3,2.09,34.2
Maharashtra,Nagpur,Sugarcane,Kharif,9.83,Red,0.406,0.372,197.7,18.4,3.63,32.34
Maharashtra,Nagpur,Rice,Rabi,8.58,Red,0.467,0.431,224.0,18.7,2.69,33.17
Karnataka,Mysuru,Maize,Rabi,6.17,Red,0.556,0.276,560.8,35.5,2.89,53.85
Uttar Pradesh,Lucknow,Wheat,Kharif,4.21,Black,0.369,0.596,587.7,20.4,3.94,61.7
Haryana,Karnal,Sugarcane,Rabi,9.09,Alluvial,0.738,0.886,915.5,27.6,3.44,100.0
Karnataka,Mysuru,Rice,Kharif,10.6,Red,0.489,0.245,706.0,31.1,4.6,75.34
Uttar Pradesh,Lucknow,Cotton,Kharif,10.93,Black,0.536,0.566,78.5,22.6,2.73,39.68
Karnataka,Belagavi,Wheat,Rabi,10.9,Red,0.365,0.739,68.6,32.9,1.51,32.43
Maharashtra,Nagpur,Rice,Kharif,9.77,Loamy,0.648,0.67,418.2,24.3,1.02,58.04
Haryana,Karnal,Sugarcane,Rabi,9.52,Loamy,0.494,0.814,547.3,15.9,2.12,51.41
Maharashtra,Pune,Wheat,Rabi,14.66,Black,0.423,0.573,68.0,37.1,4.94,39.03
Punjab,Amritsar,Wheat,Rabi,10.54,Red,0.773,0.719,921.7,36.6,5.97,100.0
Punjab,Amritsar,Maize,Kharif,12.2,Red,0.76,0.319,275.0,39.0,3.22,42.43
Punjab,Amritsar,Maize,Kharif,13.72,Red,0.265,0.587,710.8,21.9,3.85,66.54
Haryana,Hisar,Rice,Rabi,11.34,Red,0.411,0.349,227.9,24.0,1.18,32.41
Haryana,Karnal,Sugarcane,Kharif,6.85,Loamy,0.755,0.281,732.2,18.6,5.69,79.71
Maharashtra,Pune,Cotton,Rabi,2.56,Loamy,0.289,0.871,407.7,28.2,4.67,75.22
Uttar Pradesh,Kanpur,Rice,Kharif,5.91,Red,0.462,0.73,330.3,17.9,2.29,42.19
Punjab,Amritsar,Cotton,Kharif,1.48,Alluvial,0.244,0.38,524.3,36.5,5.51,54.8
Haryana,Hisar,Sugarcane,Kharif,14.82,Black,0.677,0.413,362.6,25.9,4.11,68.5
Karnataka,Belagavi,Rice,Rabi,4.45,Loamy,0.346,0.341,698.6,35.6,4.58,63.27
Karnataka,Mysuru,Rice,Kharif,4.53,Alluvial,0.645,0.467,369.6,22.2,2.73,54.78
Punjab,Amritsar,Sugarcane,Kharif,13.56,Alluvial,0.445,0.221,73.4,18.5,1.55,13.52
Maharashtra,Nagpur,Rice,Rabi,1.12,Black,0.407,0.364,313.0,19.8,4.09,43.05
Punjab,Amritsar,Rice,Rabi,2.98,Red,0.704,0.54,227.7,32.5,3.74,59.23
Punjab,Amritsar,Sugarcane,Kharif,14.35,Black,0.772,0.684,846.5,24.6,4.42,100.0
Uttar Pradesh,Kanpur,Maize,Kharif,12.31,Red,0.485,0.731,418.0,29.8,4.89,77.0
Uttar Pradesh,Kanpur,Wheat,Rabi,3.32,Black,0.388,0.775,204.8,34.5,4.38,52.09
Haryana,Karnal,Rice,Kharif,2.36,Red,0.835,0.599,886.2,35.6,1.4,80.31
Haryana,Hisar,Cotton,Rabi,13.01,Red,0.57,0.273,178.8,35.3,5.65,49.37
Haryana,Karnal,Wheat,Kharif,0.56,Black,0.749,0.254,476.6,25.4,1.91,60.74
Karnataka,Belagavi,Wheat,Rabi,10.59,Alluvial,0.453,0.425,51.2,16.6,4.12,26.84
Punjab,Ludhiana,Cotton,Rabi,7.81,Red,0.469,0.313,829.7,29.4,1.46,70.23
Uttar Pradesh,Lucknow,Rice,Rabi,6.81,Loamy,0.33,0.469,991.2,21.7,4.81,84.28
Karnataka,Belagavi,Rice,Rabi,1.92,Red,0.683,0.776,858.0,31.0,5.17,100.0
Haryana,Karnal,Wheat,Rabi,4.35,Alluvial,0.218,0.47,534.1,38.6,3.61,42.94
Karnataka,Belagavi,Sugarcane,Rabi,7.36,Alluvial,0.738,0.804,829.4,25.4,4.65,100.0
Haryana,Karnal,Maize,Rabi,5.3,Red,0.316,0.31,306.8,26.2,5.38,57.45
Punjab,Amritsar,Rice,Rabi,4.82,Red,0.252,0.324,138.2,21.1,3.3,26.53
Uttar Pradesh,Lucknow,Cotton,Kharif,5.45,Black,0.678,0.29,811.0,37.9,2.77,65.58
Punjab,Ludhiana,Sugarcane,Kharif,4.34,Alluvial,0.683,0.264,917.5,29.8,4.28,94.18
Punjab,Ludhiana,Sugarcane,Rabi,6.73,Black,0.383,0.541,434.1,35.7,2.24,44.44
Karnataka,Belagavi,Cotton,Kharif,6.86,Red,0.218,0.429,449.6,27.1,5.65,67.29
Karnataka,Mysuru,Maize,Kharif,15.0,Alluvial,0.56,0.317,578.1,20.7,4.18,62.73
Haryana,Karnal,Wheat,Kharif,1.5,Red,0.4,0.265,524.5,32.7,4.76,61.25
Maharashtra,Pune,Rice,Rabi,11.81,Black,0.467,0.773,993.7,39.5,4.31,83.91
Uttar Pradesh,Kanpur,Wheat,Rabi,14.68,Loamy,0.248,0.204,840.2,17.6,1.41,42.04
Maharashtra,Nagpur,Cotton,Kharif,8.76,Loamy,0.73,0.48,449.6,30.8,3.53,72.08
Uttar Pradesh,Lucknow,Maize,Rabi,12.83,Black,0.486,0.886,255.3,25.4,2.89,61.17
Uttar Pradesh,Kanpur,Wheat,Kharif,9.09,Black,0.591,0.356,623.0,34.9,5.03,72.08
Punjab,Ludhiana,Sugarcane,Kharif,12.97,Black,0.565,0.695,70.0,30.2,5.81,65.3
Karnataka,Mysuru,Wheat,Kharif,7.7,Loamy,0.219,0.437,546.4,27.9,2.04,55.91
Uttar Pradesh,Kanpur,Maize,Kharif,14.0,Alluvial,0.57,0.704,896.0,39.7,3.53,76.6
Maharashtra,Pune,Cotton,Rabi,6.42,Loamy,0.658,0.867,552.3,34.7,4.77,82.77
Uttar Pradesh,Lucknow,Rice,Kharif,13.63,Red,0.475,0.42,954.4,30.7,2.9,83.94
Haryana,Karnal,Maize,Kharif,8.39,Black,0.596,0.778,484.2,35.4,2.56,62.52
Maharashtra,Pune,Rice,Rabi,3.63,Alluvial,0.767,0.398,82.8,17.7,4.73,43.99
Haryana,Hisar,Rice,Rabi,2.65,Alluvial,0.331,0.513,546.0,37.8,2.91,46.66
Karnataka,Mysuru,Maize,Kharif,13.29,Black,0.402,0.519,759.9,37.9,2.69,58.69
Haryana,Karnal,Rice,Kharif,14.71,Loamy,0.397,0.761,70.9,32.0,4.73,52.12
Maharashtra,Nagpur,Wheat,Rabi,14.0,Red,0.722,0.385,876.8,37.2,2.84,74.53
Punjab,Ludhiana,Sugarcane,Rabi,10.83,Red,0.487,0.7,691.5,15.3,2.43,55.87
Karnataka,Belagavi,Cotton,Kharif,3.97,Loamy,0.532,0.373,601.2,33.0,2.66,61.31
Uttar Pradesh,Lucknow,Maize,Kharif,10.8,Black,0.426,0.286,568.4,20.7,5.11,61.43
Maharashtra,Nagpur,Maize,Kharif,5.24,Black,0.328,0.767,910.4,27.8,2.53,88.42
Maharashtra,Nagpur,Maize,Kharif,12.95,Red,0.43,0.698,670.4,29.3,3.64,81.62
Maharashtra,Nagpur,Wheat,Rabi,2.14,Alluvial,0.598,0.843,178.0,25.3,1.45,52.75
Uttar Pradesh,Lucknow,Maize,Kharif,2.76,Alluvial,0.581,0.392,261.0,29.4,2.86,54.69
Uttar Pradesh,Kanpur,Maize,Rabi,9.5,Alluvial,0.206,0.598,648.0,22.4,4.63,66.51
Haryana,Karnal,Rice,Kharif,10.38,Black,0.863,0.595,427.3,21.7,5.67,82.2
Haryana,Hisar,Sugarcane,Kharif,2.95,Alluvial,0.403,0.534,378.8,27.6,1.93,55.25
Uttar Pradesh,Lucknow,Rice,Rabi,11.08,Loamy,0.819,0.255,795.8,37.4,5.87,85.38
Maharashtra,Pune,Wheat,Rabi,6.0,Red,0.629,0.543,671.0,16.0,1.53,52.79
Haryana,Hisar,Rice,Kharif,4.22,Red,0.867,0.35,744.9,17.9,4.24,77.34
Maharashtra,Nagpur,Cotton,Kharif,8.05,Black,0.674,0.459,59.9,33.9,5.35,53.01
Maharashtra,Nagpur,Wheat,Kharif,14.35,Red,0.789,0.243,353.9,18.6,5.75,61.34
Haryana,Karnal,Rice,Rabi,12.7,Black,0.364,0.331,60.7,25.3,5.5,46.15
Karnataka,Belagavi,Wheat,Kharif,9.89,Black,0.672,0.811,993.4,17.7,4.16,93.66
Punjab,Ludhiana,Cotton,Rabi,1.78,Alluvial,0.563,0.407,562.9,29.3,3.89,74.88
Haryana,Karnal,Maize,Kharif,8.57,Loamy,0.816,0.82,551.5,17.8,2.35,67.99
Punjab,Ludhiana,Sugarcane,Kharif,5.14,Red,0.276,0.283,344.8,15.9,3.56,27.57
Punjab,Amritsar,Wheat,Rabi,9.45,Red,0.65,0.387,866.9,23.2,5.6,94.17
Haryana,Hisar,Cotton,Rabi,9.65,Black,0.311,0.4,249.2,28.5,3.31,48.9
